video_id,video_title,channel_title,channel_id,video_published_at,video_view_count,video_like_count,video_comment_count,video_duration,video_description,comment_author,comment_text,comment_like_count,comment_published_at,comment_updated_at,comment_replies_count,is_reply,video_age_days,comment_length,video_duration_seconds,video_duration_minutes
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@jpc8149,Power to ALL the Ukrainian people. May God keep you all safe against the forces of evil.,194.0,2025-07-01 21:40:38+00:00,2025-07-01T21:40:38Z,0.0,False,30,88.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@Sir1626,"Trump: You have no cards Zelensky

Zelensky: I've got a card factory",625.0,2025-07-01 20:53:02+00:00,2025-07-01T20:53:02Z,3.0,False,30,68.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@Hold_My_Pocket,Zelensky is doing better without Trump!,56.0,2025-07-01 20:59:45+00:00,2025-07-01T20:59:45Z,0.0,True,30,39.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@760HorsePower,"Zelensky needs more money, you liberals should stick it to Putin by sending Zelensky your paychecks 🤣",7.0,2025-07-01 21:16:31+00:00,2025-07-01T21:16:31Z,0.0,True,30,101.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@azul8811,@@760HorsePowerHow much are you sending to Bibi?,32.0,2025-07-01 21:23:26+00:00,2025-07-01T21:23:26Z,0.0,True,30,48.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@gordonallen9095,"Zelensky is one hell of a poker player for a man with ""no cards to play""... 🇺🇦",646.0,2025-07-01 22:21:38+00:00,2025-07-01T22:21:38Z,5.0,False,30,78.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@ВОВ-ь6в,👍😂🤣😅👍,18.0,2025-07-01 23:15:18+00:00,2025-07-01T23:15:18Z,0.0,True,30,5.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@calvin8677,Zelensky's a puppet 😂😂,16.0,2025-07-01 23:41:39+00:00,2025-07-01T23:41:39Z,0.0,True,30,22.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@TheLOLWHATTTTTTT,@@calvin8677 2 servings of goulash for you sergey!,37.0,2025-07-01 23:43:50+00:00,2025-07-01T23:43:50Z,0.0,True,30,50.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@calvin8677,​up yours fascist 😂😂😂,10.0,2025-07-01 23:47:20+00:00,2025-07-01T23:47:20Z,0.0,True,30,21.0,642,10.7
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,UCupvZG-5ko_eiXAupbDfxWw,2025-07-01 20:24:13,695603,8429,1869,PT10M42S,Ukraine struck a Russian missile factory inside Russia. Russian authorities said the attack killed three people and injured at least ...,@TrumpMyLove,Bruh nahtzi Ukraine is losing land everyday 🤣,9.0,2025-07-01 23:51:06+00:00,2025-07-01T23:51:06Z,0.0,True,30,45.0,642,10.7
