video_id,video_title,channel_title,view_count,like_count,total_comments,duration_minutes,comments_collected,total_comment_likes,avg_comment_likes,published_at
-RGj1nXG-n8,Zelensky deixa a Casa Branca após reunião acalorada com Donald Trump | CNN 360º,CNN Brasil,49354,851,416,1.9833333333333334,36,966.0,26.833333333333332,2025-02-28 19:01:19
-XB4x0lQhAA,BREAKING NEWS: Trump Speaks To Reporters After Fiery Oval Office Clash With Ukraine&#39;s Zelensky,Forbes Breaking News,1750788,30291,12362,8.166666666666666,195,42083.0,215.81025641025641,2025-02-28 22:59:30
-qG8cttlxX0,Zelensky quitte abruptement la Maison-Blanche après des échanges tendus avec Trump | Zone Info,Radio-Canada Info,91130,0,696,11.783333333333333,104,2591.0,24.91346153846154,2025-02-28 21:02:21
06tvV9zROps,FULL: Trump-Zelenskyy Oval Office meeting,LiveNOW from FOX,2309019,29620,18322,52.3,397,67219.0,169.31738035264485,2025-02-28 19:20:09
0nFtjMfOZRM,BULLETIN PODCAST: My apology to Zelensky; Trump forfeits right to power https://tinyurl.com/ytzpya7k,Keith Olbermann,53292,10099,867,0.8,113,6073.0,53.743362831858406,2025-02-28 21:27:51
0w-cBubBjco,Russia-Ukraine War: Trump Ready To Ditch Zelensky | GRAVITAS | World News | WION,WION,39252,626,80,0.7333333333333333,5,34.0,6.8,2024-12-18 18:04:15
19r63QYAvZA,Brooks and Capehart on the implications of Trump&#39;s altercation with Zelenskyy,PBS NewsHour,2130043,34810,0,9.383333333333333,0,0.0,,2025-02-28 23:55:46
1EfpN08mh9I,Trump and Zelensky clash in Oval Office shouting match • FRANCE 24 English,FRANCE 24 English,107746,1068,1032,10.366666666666667,126,5465.0,43.37301587301587,2025-02-28 18:12:35
1GLV9hel5hk,Ukraine : Trump tance Zelensky avant une rencontre avec Poutine • FRANCE 24,FRANCE 24,208922,2096,876,1.7,148,3290.0,22.22972972972973,2025-02-19 12:02:34
1Jz8HCfkk90,Zelensky-ஐ சர்வாதிகாரி என குறிப்பிட்ட Trump,BBC News Tamil,132967,2553,97,0.6666666666666666,14,279.0,19.928571428571427,2025-02-20 18:54:05
