video_id,video_title,channel_title,view_count,like_count,total_comments,duration_minutes,comments_collected,total_comment_likes,avg_comment_likes,published_at
nS0a5KrRIhk,Ukraine reportedly strikes missile factory deep inside Russia,CNN,696170,8426,1865,10.7,130,7677.0,59.05384615384615,2025-07-01 20:24:13
namrwiT7ypo,Russia Ukraine War: Ukraine’s SBU Strikes Crimea Bridge Underwater with Explosives #shorts,Hindustan Times,7301,38,1,0.4,0,0.0,,2025-06-03 17:27:31
nuYxw4_NKhU,Putin Fears DEATH Is Coming After Ukrainian Kills BUTCHER of MARIUPOL,The Military Show,1976275,35023,1522,16.533333333333335,211,18204.0,86.27488151658768,2025-06-06 17:01:05
nwc0yRlfNtI,Russia-Ukrainian War Live News: Russia Launches Attack On Ukrainian Capital Kyiv With Heavy Missiles,India Today,17494,100,17,125.33333333333333,3,17.0,5.666666666666667,2025-05-24 07:16:22
o8ErVCn8HpQ,F-16 &amp; Mirage Pilots Are Doing Something UNBELIEVABLE in Ukraine,The Military Show,1385598,17736,673,21.1,111,4040.0,36.3963963963964,2025-05-10 17:01:04
oNGmmzHNbcI,Ukraine Strikes Kerch Bridge In Crimea With Underwater Explosives | Russia- Ukraine War | Putin,DNAIndiaNews,43464,272,24,0.6666666666666666,5,52.0,10.4,2025-06-03 12:43:27
oPnHRc5B_sw,KIEV HA QUASI VINTO LA GUERRA #ucraina #russia #guerraucraina,Danilo Torresi,34642,2720,254,2.4,32,692.0,21.625,2025-06-27 15:01:35
oVq1Xth054M,Su-25 shot down by Russian forces. Not Ukraine this time! | Military Mind,TVP WORLD,28464,1335,69,10.533333333333333,10,89.0,8.9,2025-06-16 20:15:03
pBE7xJKOCzI,பழிவாங்கிய புதின்; Ukraine Kyiv-ல் Russia தாக்கிய காட்சிகள்...,BBC News Tamil,391778,6396,183,0.95,27,556.0,20.59259259259259,2025-06-06 13:22:24
pNW45VuEzyk,Ukraine War  Deadly Drone Strikes in Odessa,daily_information,673,4,0,0.6833333333333333,0,0.0,,2025-06-21 18:15:04
pRcPoQLv3U0,Update from Ukraine | Awesome! Big Z-Convoy Ambushed | Trump&#39;s shame Day | Israel&#39;s Best Operation,Denys Davydov,290717,33254,1609,21.133333333333333,101,5121.0,50.7029702970297,2025-06-14 23:00:22
p_ajnuhoE5Y,Les actions de la Russie encouragent l&#39;Ukraine à acquérir des armes nucléaires,russianspinfr,81,2,0,1.0166666666666666,0,0.0,,2025-06-10 07:00:55
pdENdvScpCE,Heart-stopping moment Russian soldier opens fire on drone as explosion rocks trench,The Sun,130512,1923,70,8.783333333333333,9,187.0,20.77777777777778,2025-05-18 10:19:08
pjYMsE8Ytrk,Finland Just Did Something SHOCKING to Prepare for War with Russia,The Military Show,307543,8133,811,16.116666666666667,88,3135.0,35.625,2025-06-22 13:01:28
plWJmoYmaDg,"Russia-Ukraine War: One Killed, 14 Injured in Overnight Russian Attack on Ukraine&#39;s Odesa | Shorts",WION,7948,57,0,0.5166666666666667,0,0.0,,2025-06-20 11:35:32
pxlTeet1G8k,Russia launches largest drone attack of the war on Ukraine,Sky News,164796,2158,702,4.566666666666666,113,3450.0,30.530973451327434,2025-05-18 12:37:00
qI9d3WVEED8,🚨 UKRAINIAN POKROVSK FRONT CRUMBLING! HUGE RUSSIAN BREAKTHROUGH #russia #ukraine #viral,Military Summary,27833,793,40,0.7666666666666667,4,51.0,12.75,2025-06-30 15:01:35
qLw2BxHye60,British MICROWAVE WEAPON Shreds Russian Drones Into ELECTRONIC CONFETTI,The Military Show,583434,9917,1347,15.916666666666666,72,2399.0,33.31944444444444,2025-05-19 17:01:10
qNVuegZTDEE,Putin RAGES as U.S. FUNDS Ukraine’s WEAPONS Surge,The Military Show,509493,10051,903,15.783333333333333,114,3364.0,29.50877192982456,2025-05-09 17:01:09
qYUnASBSX8c,Ukraine frontline report:  heavy fighting as BBC team runs for cover from drone attack | BBC News,BBC News,462107,5549,1708,10.033333333333333,141,4751.0,33.695035460992905,2025-05-28 22:13:47
qZ9gEISYwk4,Putin&#39;s chemical plant EXPLODES into huge fireball after devastating Ukraine drone strike,The Sun,292929,7434,868,8.516666666666667,123,6426.0,52.24390243902439,2025-06-08 09:24:42
qiDn_t5YBF8,Putin: Ukraine war wouldn&#39;t have happened if Trump had been president,Channel 4 News,401682,5194,1465,0.7833333333333333,95,3978.0,41.873684210526314,2025-06-19 17:25:29
qnDHOdehPPo,Breaking down the drone ‘revolution’ driven by Russia&#39;s war on Ukraine | AJ #shorts,Al Jazeera English,16115,420,3,2.1166666666666667,0,0.0,,2025-06-10 18:12:34
quAGnIX6BWY,El Día que Cayeron 40 Aviones Rusos: Los Drones FPV de Ucrania Cambian la Guerra,Punto de Ruptura,600,22,0,14.5,0,0.0,,2025-06-04 23:35:44
rBqX3hXqyRk,"LIVE | Putin Orders ‘TOTAL ELIMINATION,’ Killer Command Leaves Lavrov SHAKEN | Ukraine War",Times Of India,31884,99,55,303.48333333333335,3,40.0,13.333333333333334,2025-06-17 14:28:28
rr9dWlCgQdY,Strong explosion in Crimea: Ukraine strikes Russian ammunition depot,Kanal13,48541,1286,45,10.266666666666667,13,221.0,17.0,2025-05-16 08:19:51
rvK8W0Jfwjk,Russia ‘cannot survive’ Putin’s war in Ukraine | Former Russian foreign minister,Times Radio,55533,1017,224,11.183333333333334,19,257.0,13.526315789473685,2025-05-09 21:00:54
sLIp0kBYP5E,Victor Davis Hanson: There’s No Going Back From Ukraine’s Attack #shorts #ukraine #russia #trump,The Daily Signal,454422,10895,242,1.0,27,652.0,24.14814814814815,2025-06-14 17:00:59
sTAQ4O2M0U4,"Operation Spider’s Web: The Ukrainian Drone Attack, Explained | WSJ News",WSJ News,1414385,17683,2980,6.083333333333333,230,36584.0,159.0608695652174,2025-06-02 17:01:42
sTVbyokJKtg,Ukraine Just RIPPED Out Russia’s Eyes - $50M Radar OBLITERATED,The Military Show,607297,10501,424,19.8,73,2608.0,35.726027397260275,2025-06-01 17:00:59
sVVN5HqrABI,Putin CUTS Military Spending as Russian Economy in FREE FALL,The Military Show,548255,10037,1053,17.516666666666666,132,6893.0,52.21969696969697,2025-06-30 17:30:14
snArMITkONo,💥Zelensky Made a NEW Shocking Statement About the War in Ukraine! The Audience Fell Silent,War & Politics 24,217191,3971,1675,9.933333333333334,208,3687.0,17.72596153846154,2025-06-12 11:30:44
soIr4Ry_Ifc,They burned “Glory to Russia” into my body. Ukrainian POW’s Story of Survival and Torture,UNITED24,431999,12632,2055,24.866666666666667,244,18941.0,77.62704918032787,2025-06-28 17:34:05
sqMlqcAoWN4,"Russia-Ukraine War: Russian Attacks On Kharkiv &#39;Intended For Destruction&#39;, Says Zelensky | WION",WION,60626,383,199,0.65,29,452.0,15.586206896551724,2025-06-08 08:13:51
tD3EElb7930,Moment Ukraine&#39;s drones hit Russian targets as Western leaders discuss ceasefire in Kyiv,The Sun,55043,1199,171,8.75,16,197.0,12.3125,2025-05-10 11:21:24
tDTQEK3ncT8,Vance acknowledges &#39;impasse&#39; over Russia-Ukraine peace talks,Reuters,11880,102,0,0.5833333333333334,0,0.0,,2025-05-19 16:16:44
tXP8sobc3ks,Update from Ukraine | Great! Ukraine Strikes Ruzzia Hard | EU boosts military. Trump hates Zelenskyy,Denys Davydov,256248,32405,1831,24.983333333333334,153,4727.0,30.895424836601308,2025-05-22 00:45:30
tZvVuDREShs,Russian footage shows troops run from blast as Ukraine strikes bridge,The Sun,181166,4037,244,8.166666666666666,33,654.0,19.818181818181817,2025-05-13 07:00:52
tbmZ_y5W1ek,Update from Ukraine | Crazy! Ruzzians just did the worst mistake! Stupid strikes repelled by Ukraine,Denys Davydov,281905,33352,1564,26.933333333333334,144,4937.0,34.28472222222222,2025-06-11 02:17:41
tdPY7azdAQE,A Russian Soldier Surrendered to the Ukrainian FPV Drone – It Was Too Late,Iron Media,340447,4613,393,15.333333333333334,53,1633.0,30.81132075471698,2025-06-13 14:31:39
tt1Ag6jwixY,Ukraine: Russian bombers burning &#39;en masse&#39; at Russian airbases after drone attack,CNN,1631278,21592,6193,9.55,362,70882.0,195.80662983425415,2025-06-01 19:56:52
ttZGKI5R6Os,Ukrainian forces attack Russian positions with heavy fire &amp; grenades,Daily Mail News,641793,9113,380,0.4166666666666667,29,791.0,27.275862068965516,2025-06-27 12:40:07
txL2qrJ2oTk,Russia-Ukraine War: Russia&#39;s Record-Breaking Missile Attack Devastates Ukraine | WION,WION,201233,1618,556,3.6,51,1657.0,32.490196078431374,2025-06-11 03:03:45
uErEdX9-vn0,Ukrainian troops WIPE OUT Russians hiding in frontline house,The Sun,93715,0,110,8.5,20,239.0,11.95,2025-06-19 07:01:38
uGId9shwwV0,Russia-Ukraine War: Russia&#39;s Iskander Strike Destroys Ukrainian Base Near Shostka | WION,WION,83206,1048,63,0.65,12,227.0,18.916666666666668,2025-05-21 08:49:38
uHFxx2V4F1E,Russia and Ukraine Exchange Prisoners of War Under the Age of 25 | Subscribe to Firstpost | N18G,Firstpost,13381,182,9,0.65,0,0.0,,2025-06-10 08:52:05
uM3e_K1tMy0,Russia Ukraine War:जर्मनी के लिए बड़ा खतरा   -  TV9 #tv9shorts,TV9 Bharatvarsh,739129,11444,66,0.6,8,131.0,16.375,2025-05-31 07:32:05
uWge2zlBWDQ,Kazakhstan Just BETRAYED Russia - Takes gunpowder out of Putin’s Hands,The Military Show,720320,15608,1032,17.433333333333334,116,7562.0,65.1896551724138,2025-06-18 17:01:13
ugEH3zSJYL4,Ukraine Turns Ancient SOVIET S-200 Missile Launchers Into MONSTERS,The Military Show,972288,14581,548,16.933333333333334,86,2618.0,30.441860465116278,2025-06-08 13:01:30
v2UmW0cdqTs,&quot;We face collapse of rear of Russia; Putin&#39;s Forces lose Ukraine war&quot;:  Russian patriots&#39; forecast,Kanal13,72193,934,154,8.783333333333333,18,209.0,11.61111111111111,2025-06-13 03:00:06
v59hkr-sLdw,Europe changes the rules on long-range missiles | Michael Clarke analysis,Sky News,233309,3490,937,2.35,127,2790.0,21.968503937007874,2025-05-27 18:27:33
v9LTyabP0Yg,"War LIVE: Putin Burns Ukraine! Biggest Attack Yet! | Russia-Ukraine War LIVE | Kyiv, Kharkiv Burns",WION,21141,127,39,225.76666666666668,3,17.0,5.666666666666667,2025-06-16 10:38:04
vC7VN4Mtz3w,Russia-Ukraine War: Russia&#39;s Tornado-S System Turns Battlefield Into Firestorm | World News,WION,72994,645,132,3.8666666666666667,14,223.0,15.928571428571429,2025-06-27 05:19:04
vFglO3rRowE,यूक्रेन ने रूस के कर्च ब्रिज पर मचाई तबाही | Ukraine Russia War | #shorts,News18 India,10180722,25199,92,0.1,11,271.0,24.636363636363637,2025-06-03 17:47:13
vTJwPai9CXg,Ukraine Changes War Forever With Drone Attack,PDS News Clips,6210267,243094,7598,1.3,253,140990.0,557.2727272727273,2025-06-02 17:35:58
vbc1yhq_N2o,"Ukraine CRIPPLES Russia’s Drone Empire with UNTHINKABLE 1,200 KM Strike",The Military Show,631516,11889,441,17.033333333333335,80,3069.0,38.3625,2025-05-27 17:01:12
vcxXKrfgQgE,In-Depth ANALYSIS of Ukraine’s Unbelievable Operation SPIDERWEB,The Military Show,135315,3719,202,17.083333333333332,38,1000.0,26.31578947368421,2025-06-03 14:15:13
vhq0vWVDNyM,"Ukraine LIBERATED Andriyivka, Yunakivka is Next",The Military Show,535867,13268,676,18.366666666666667,93,3447.0,37.064516129032256,2025-06-24 00:15:05
vr1Rr6QtBTw,"Russia-Ukraine War: Ukraine Confirms 19 Killed, 300 Wounded In Moscow&#39;s Latest Attack | WION",WION,54830,265,78,1.9833333333333334,10,164.0,16.4,2025-06-25 01:24:48
vrHJ_CRoIlU,Trump Calls On Russia To End War On Ukraine: ‘Vladimir Putin Really Has To End That War’,Forbes Breaking News,14734,89,81,1.45,12,86.0,7.166666666666667,2025-06-26 01:00:58
vvTjhmJ4rLc,Russia Ukraine War: पुतिन ने रखी NATO के सामने  शर्त! TV9 #ytshorts #tv9shorts,TV9 Bharatvarsh,210993,2512,18,0.6833333333333333,0,0.0,,2025-06-04 15:12:28
vzqNB5Z3UUo,INSANE Western EXPERIMENTAL WEAPONS Tested in Ukraine,The Military Show,1612365,16897,832,15.783333333333333,57,2128.0,37.333333333333336,2025-05-31 17:01:13
wOVqwb0rnBU,Russia Ukraine War News | Zelensky Asks Trump Help After Russia&#39;s Aerial Strikes | Putin | N18G,CNN-News18,10802,44,32,4.083333333333333,1,7.0,7.0,2025-06-29 19:23:37
wWDoujr2Q-s,How Putin&#39;s suicidal &#39;Mad Max&#39; biker units are tipping the balance in the Ukraine war,The Sun,82304,1326,339,3.8666666666666667,33,524.0,15.878787878787879,2025-05-20 18:33:09
wr97P-i-Kus,Ukraine Straps US HARM Missile on Soviet Su-27... Then THIS Happens!,The Military Show,805042,11914,516,17.3,71,2395.0,33.732394366197184,2025-06-04 17:15:05
x1HdSN-xEKg,Russia-Ukraine War: Russia Prepares for Ukraine&#39;s Response After Its Biggest Aerial Assault | WION,WION,55765,369,52,2.75,5,26.0,5.2,2025-06-30 17:39:42
xCjZmoFabSE,Putin acknowledges Ukraine war never would have happened with Trump in office.,Al Arabiya English,173696,4983,1330,2.05,92,2077.0,22.57608695652174,2025-06-19 10:00:34
xDidXp_DwLE,"Trump-Putin Phone Call: West Asia, Ukraine War On Agenda | Subscribe to Firstpost | N18G",Firstpost,27513,338,11,0.7666666666666667,0,0.0,,2025-06-15 16:25:53
xQao6l_y714,Ukraine Is Using Robot Attack Dogs Against Russia | War on Tape | Daily Mail,Daily Mail World,431323,8836,955,20.45,81,3220.0,39.75308641975309,2025-05-14 19:56:49
xTDK9-uiqh8,WAIT FOR IT! UKRAINE’S DIRTY WAR IS JUST GETTING STARTED || 2025,Warthog Defense,87263,5476,269,11.933333333333334,48,1387.0,28.895833333333332,2025-06-08 17:01:12
xX6bev4-E4c,Ukrainian Soldier Filmed the Phenomenon of Pyrolytic Combustion #warinukraine,UNITED24,1822605,24045,634,0.48333333333333334,67,8396.0,125.31343283582089,2025-06-29 13:01:45
xX6ey_3LX5I,DEVASTATING STRIKE: Ukraine Wipes Out Russian Bombers!,War&History,296,11,1,12.866666666666667,0,0.0,,2025-06-01 21:29:56
xcOHWZtqqhg,Russian POWs Ask Ukrainian Soldiers About Their Fate #warinukraine,UNITED24,3415430,71435,3387,0.31666666666666665,182,71767.0,394.3241758241758,2025-06-23 15:30:36
xdzkMXC14RE,Ukraine&#39;s Forgotten War | A year on the Frontline in Donbas,Best Documentary,181277,2948,375,27.983333333333334,46,704.0,15.304347826086957,2025-06-25 21:01:07
xf_5zdkD-FA,Russia Vs Ukraine War पर Retd. Major Gaurav Arya ने क्या कहा?|TNNB #shorts,TIMES NOW Navbharat,46643,466,9,0.38333333333333336,0,0.0,,2025-06-03 17:52:49
xfmpb561Ahw,"Russia Ukraine War: Aftermath Images Of Russia&#39;s Deadly Attack On Kherson, Watch! #shorts",TIMES NOW,34372,255,8,0.8,2,20.0,10.0,2025-06-02 08:06:23
xjrpjeZDg4g,Russia-Ukraine War: अमेरिका से रूस को मिला सिग्नल -TV9 #ytshorts #ytshorts,TV9 Bharatvarsh,1318897,8528,22,0.4,0,0.0,,2025-06-05 18:01:02
xojOYE1Hm08,#Ukraine #Russia #Shorts,ARY News,50289,513,1,0.7,0,0.0,,2025-06-02 17:37:28
xtkx4UZURXg,यूक्रेन को एक लाख ड्रोन देगा ब्रिटेन |Russia Ukraine War | Putin | Zelensky |Sau Baat Ki ek Baat,News18 India,6676246,35044,314,0.13333333333333333,24,982.0,40.916666666666664,2025-06-04 18:16:24
y09cJem-PNA,Inside Ukraine&#39;s massive drone attack deep in Russian territory,CBS Evening News,218738,1702,448,1.6833333333333333,57,1804.0,31.649122807017545,2025-06-01 23:58:57
yHIpYSDZIto,"Trump on Ukraine War: &quot;Not My War, We Shouldn&#39;t Be Involved!&quot;",Briefly,6849,101,9,0.6333333333333333,0,0.0,,2025-05-20 07:00:59
yMFEMYHbSsU,Hear Kremlin’s response to Trump calling Putin ‘crazy’,CNN,460964,3814,2454,8.283333333333333,112,6701.0,59.830357142857146,2025-05-27 11:43:51
yMMizBEBNK4,Russia-Ukraine War: POWs Eat Chocolate After Release From Captivity On Day 3 Of Largest Swap | WION,WION,16269,130,64,0.5833333333333334,2,16.0,8.0,2025-05-25 14:37:37
yO1juKS4QZ0,"C&#39;est une guerre contre l&#39;OTAN, pas contre l&#39;Ukraine (Partie 3/3) (aimer/s&#39;abonner)",russianspinfr,144,4,0,0.95,0,0.0,,2025-06-03 11:01:41
yOdvTSwutLs,New footage of Ukraine&#39;s drone strikes on Russia&#39;s nuclear bombers,Daily Mail World,412868,4192,458,0.55,58,2017.0,34.775862068965516,2025-06-04 19:11:29
ycP06sOY8kk,From Fear to Mercy: Russian Soldier Surrenders to Ukrainian FPV Drone Strike,Iron Media,476883,5101,464,15.133333333333333,36,799.0,22.194444444444443,2025-05-25 12:52:05
ydFjHdfMThc,Russia-Ukraine War: Ukrainian Drone Attacks Halt Flights at Moscow Airports | WION Shorts,WION,15503,77,4,0.38333333333333336,0,0.0,,2025-05-23 07:56:05
z23ShBazVCo,Trump a abandonné l’Ukraine et ses alliés européens. #putin #trump #politics,russianspinfr,127,1,0,0.85,0,0.0,,2025-05-21 07:01:01
zDyu2Q5pLyM,Retired MI6 Spy Chief REVEALS Why Russia’s Will NEVER Win!,The Military Show,617961,9854,947,14.15,83,3765.0,45.36144578313253,2025-06-14 17:01:11
zEIPUz2AJnc,McConnell to Hegseth: &#39;Who is the aggressor&#39; in Russia-Ukraine war?,ABC News,1022096,7397,3255,2.033333333333333,172,26517.0,154.16860465116278,2025-06-11 15:26:27
zN-gjwfSTL8,Russian ambassador partly blames UK for Ukrainian drone attack,Sky News,134318,1276,1093,5.983333333333333,99,4366.0,44.101010101010104,2025-06-05 16:36:09
zVOJD1OBOIY,Zelenskyy says overnight Russia attack was one of the biggest since war started,Associated Press,20033,220,99,1.55,13,214.0,16.46153846153846,2025-06-17 17:27:33
zaf081QHv-s,IRON GRAVEYARD! Ukrainians OBLITERATE RUSSIAN MECHANIZED ASSAULT! | RFU News,RFU News — Reporting from Ukraine,307648,25286,301,5.933333333333334,76,2656.0,34.94736842105263,2025-06-25 18:00:54
zo0C7Rt8bBI,Terrifying moment Russian drone hits Kyiv apartment building,The Sun,994000,2205,112,0.08333333333333333,13,202.0,15.538461538461538,2025-06-17 10:11:55
zoe-3MJXwkw,Russia Ukraine War LIVE: Russia Launches Drone Attacks on Odesa and Kharkiv | Vladimir Putin | N18G,Firstpost,19541,87,33,54.983333333333334,1,6.0,6.0,2025-06-21 01:05:17
zuBUDdrV7P8,Cómo Ucrania destruyó 4 bases y 41 aviones rusos sin perder NI UN SOLO HOMBRE 💥🚀,ALMA CUANTICA,1107,259,34,8.983333333333333,9,66.0,7.333333333333333,2025-06-02 08:09:50
